1386808738330,0,0
1386808765103,1,1
1386808765301,2,2
1386808765508,3,3
1386808765742,4,4
1386808765919,5,5
1386808766021,6,6
1386808766216,7,7
1386808766412,8,8
1386808766541,9,9
1386808766730,10,10
1386808766932,11,11
1386808767135,12,12
1386808767239,13,13
1386808767450,14,14
1386808767660,15,15
1386808767766,16,16
1386808767966,17,17
1386808768314,18,18
1386808768840,19,19
1386809072800,20,20
1386809073255,21,21
1386809737228,22,22
1386809737496,23,23
1386810202861,24,24
1386810349081,25,25
1386810349309,26,26
1386810349436,27,27
1386810770038,28,28
1386810770218,29,29
1386810874490,30,30
1386811269915,31,31
1386811387568,32,32
1386811657290,33,33
1386811689933,34,34
1386811744049,35,35
1386811803475,36,36
1386812200160,37,37
1386812481703,36,37
1386812482045,35,37
1386812482266,34,37
1386812482745,33,37
1386812491038,34,38
1386812516703,35,39
1386812595974,36,40
1386812634610,37,41
1386812727668,38,42
1386812966683,39,43
1386813305178,40,44
1386813399118,41,45
1386813399297,42,46
1386813843162,43,47
1386813843397,44,48
1386813982235,45,49
1386813982478,46,50
1386813982688,47,51
1386813982799,48,52
1386815526165,49,53
1386815526340,50,54
1386815527359,51,55
1386815596562,52,56
1386815596697,53,57
1386815703057,54,58
1386816847603,55,59
1386816848345,56,60
1386816848450,57,61
1386817126307,58,62
1386817127409,59,63
1386817252586,58,63
1386817252754,57,63
1386817539856,58,64
1386817698041,59,65
1386817698215,60,66
1386817698308,61,67
1386817914815,60,67
1386817914983,59,67
1386817915189,58,67
1386818705405,59,68
1386819004037,58,68
1386819004147,57,68
1386819043614,58,69
1386821126192,59,70
1386821325718,60,71
1386821512220,61,72
1386821512415,62,73
1386822113491,61,73
1386822114339,60,73
1386822114500,59,73
1386822114833,58,73
1386822114985,57,73
1386822115253,56,73
1386822115479,55,73
1386822115763,54,73
1386822116543,53,73
1386822117010,52,73
,,
