1378079065870,0,0
1378079546334,1,1
1378079585022,2,2
1378079638178,3,3
1378079648133,4,4
1378079921461,5,5
1378079921651,6,6
1378079998695,7,7
1378080005109,8,8
1378080390313,9,9
1378080477891,10,10
1378080478207,11,11
1378080478509,12,12
1378080486457,13,13
1378080493464,14,14
1378080513768,15,15
1378080620998,16,16
1378080634999,17,17
1378081005331,18,18
1378081166451,19,19
1378081166681,20,20
1378081269139,21,21
1378081323506,22,22
1378081323749,23,23
1378081417761,24,24
1378081639806,25,25
1378081640179,26,26
1378081864796,27,27
1378082074445,28,28
1378082074675,29,29
1378082074905,30,30
1378082077697,31,31
1378082089026,32,32
1378082244627,33,33
1378082507019,32,33
1378082507383,31,33
1378082558137,32,34
1378082559325,31,34
1378082589212,32,35
1378082589538,33,36
1378082593791,34,37
1378082597991,35,38
1378082599919,36,38
1378082625035,37,39
1378082675845,36,39
1378082722875,35,39
1378082723069,34,39
1378082728649,33,39
1378082729970,34,40
1378082831865,35,40
1378082869045,36,41
1378082872982,37,42
1378082994549,38,43
1378083182658,39,44
1378083192438,38,44
1378083417345,39,45
1378083417696,40,46
1378083522394,39,46
1378083522815,38,46
1378083523651,37,46
1378083570458,38,47
1378083570762,39,48
1378083612754,40,49
1378083632663,41,50
1378083639918,42,51
1378083647659,43,52
1378083934681,42,52
1378083934911,41,52
1378084060797,42,53
1378084109898,43,53
1378084110168,44,53
1378084113803,45,54
1378084184519,46,55
1378084303001,47,56
1378084342649,48,57
1378084424432,47,57
1378084505093,46,57
1378084601006,47,58
1378084707579,48,59
1378084822068,47,59
1378084900789,48,59
1378084902736,47,59
1378084949980,48,60
1378085097455,49,61
1378085097747,50,62
1378085425079,51,62
1378085501931,52,63
1378085502318,53,64
1378085550877,54,64
1378085643862,55,65
1378085739968,56,66
1378085892376,55,66
1378085892595,54,66
1378085893079,53,66
1378086389148,52,66
1378086389561,51,66
1378086390106,50,66
1378086780394,51,67
1378087123299,52,67
1378087126207,53,68
1378087280211,52,68
1378087280538,51,68
1378087289824,50,68
1378087440508,51,69
1378087937317,50,69
1378087937522,49,69
1378087937683,48,69
1378087937837,47,69
1378087938007,46,69
1378087938274,45,69
1378088499769,46,70
1378088715700,45,70
1378088716079,44,70
1378089247187,43,70
1378089247575,42,70
1378089247867,41,70
1378089510531,42,71
1378089583951,43,71
1378089607548,44,72
1378089675183,43,72
1378089706625,44,72
1378090392537,45,73
1378090673193,44,73
1378090673521,43,73
1378091766112,42,73
1378091766318,41,73
1378092248549,40,73
,,
