1387239925951,0,0
1387239932635,1,1
1387240035229,2,2
1387240035357,3,3
1387240342880,4,4
1387240462993,5,5
1387240567731,6,6
1387240567900,7,7
1387240694565,8,8
1387240817142,9,9
1387240862277,10,10
1387240999017,9,10
1387241016009,10,11
1387241138401,11,12
1387241153467,12,13
1387241159803,13,14
1387241533995,14,15
1387242000718,15,16
1387242050210,16,17
1387242472967,17,18
1387242543952,16,18
1387242544120,15,18
1387243153719,16,19
1387243336009,17,20
1387244051680,18,21
1387244155884,19,22
1387244156052,20,23
1387244578710,21,24
1387244578894,22,25
1387244579446,23,26
1387245243879,24,27
1387245244046,25,28
1387245326947,26,29
1387246278419,27,30
1387246340518,28,31
1387246352270,29,32
1387246851013,30,33
1387246968953,29,33
1387246969127,28,33
1387247045063,27,33
1387247045275,26,33
1387247045761,25,33
1387247045928,24,33
1387247046096,23,33
1387247069139,22,33
1387247069300,21,33
1387247112312,22,34
1387248309213,23,35
1387248309330,24,36
1387248309508,25,37
1387248605333,26,38
1387248605518,27,39
1387248827834,26,39
1387248828021,25,39
1387248889383,26,40
1387248889680,27,41
1387248889962,28,42
1387248890315,29,43
1387249268158,30,44
1387249716353,31,45
1387249716502,32,46
1387249716648,33,47
1387249934431,34,48
1387250802085,35,49
1387251075647,36,50
1387252102088,37,51
1387252109361,38,52
1387254609441,39,53
1387254609686,40,54
1387255027881,39,54
1387255028055,38,54
1387255028223,37,54
1387255693469,36,54
1387255693653,35,54
1387255693832,34,54
1387255693990,33,54
1387255694149,32,54
1387255694661,31,54
1387255694768,30,54
1387255694957,29,54
1387255695117,28,54
1387255695293,27,54
1387255695477,26,54
1387255696037,25,54
1387256382782,24,54
1387256382923,23,54
1387256383106,22,54
1387256383264,21,54
1387256383788,20,54
,,
