1381280274089,0,0
1381280288415,1,1
1381280288943,2,2
1381280289120,3,3
1381280289322,4,4
1381280289498,5,5
1381280289700,6,6
1381280289901,7,7
1381280290103,8,8
1381280290329,9,9
1381280290531,10,10
1381280290757,11,11
1381280290984,12,12
1381280291186,13,13
1381280291413,14,14
1381280291614,15,15
1381280291815,16,16
1381280292043,17,17
1381280292269,18,18
1381280292521,19,19
1381280292722,20,20
1381280292975,21,21
1381280293404,22,22
1381280293630,23,23
1381280293882,24,24
1381280294109,25,25
1381280294361,26,26
1381280294789,27,27
1381280295016,28,28
1381280295242,29,29
1381280295494,30,30
1381280295746,31,31
1381280295973,32,32
1381280296199,33,33
1381280296426,34,34
1381280296653,35,35
1381280296881,36,36
1381280297082,37,37
1381280297308,38,38
1381280297510,39,39
1381280297711,40,40
1381280297907,41,41
1381280298115,42,42
1381280298291,43,43
1381280298518,44,44
1381280298719,45,45
1381280298921,46,46
1381280299148,47,47
1381280299525,48,48
1381280300254,49,49
1381280300463,50,50
1381280300657,51,51
1381280300859,52,52
1381280301036,53,53
1381280301257,54,54
1381280301464,55,55
1381280301666,56,56
1381280301868,57,57
1381280302069,58,58
1381280302296,59,59
1381280302510,60,60
1381280302737,61,61
1381280302976,62,62
1381280303203,63,63
1381280303441,64,64
1381280303669,65,65
1381280303921,66,66
1381280304161,67,67
1381280304399,68,68
1381280304639,69,69
1381280304942,70,70
1381280305281,71,71
1381280305747,72,72
1381280307701,73,73
1381280401660,72,73
1381280401886,71,73
1381280402114,70,73
1381280402340,69,73
1381280745170,70,74
1381280839248,71,75
1381280965202,70,75
1381281259379,71,76
1381282091144,72,77
1381282091319,73,78
1381282806390,72,78
1381282806567,71,78
1381283357015,72,79
1381284353341,71,79
1381284353693,70,79
1381284353895,69,79
1381284441030,68,79
1381284441193,67,79
1381284469451,66,79
1381284469616,65,79
1381284469817,64,79
1381284469994,63,79
1381284472174,62,79
1381284473031,61,79
1381284477064,60,79
1381284496615,59,79
1381284496792,58,79
1381284499892,57,79
1381284500813,58,79
1381284504254,57,79
1381284506006,56,79
1381284506485,55,79
1381284507947,54,79
1381284512485,53,79
1381284514098,52,79
1381284514918,51,79
1381284516708,50,79
1381284519480,49,79
1381284520942,50,79
1381284524258,49,79
1381284534673,48,79
1381284540257,47,79
1381284541302,46,79
1381284555520,45,79
1381284556868,44,79
1381284558444,43,79
1381284560234,42,79
1381284564633,41,79
1381284566397,40,79
1381284568288,39,79
1381284598311,38,79
1381284601791,37,79
1381284602144,36,79
1381284660080,35,79
1381284660295,34,79
1381284712889,33,79
1381284792094,32,79
1381284792269,31,79
1381284896520,30,79
1381284898348,29,79
1381284954546,28,79
1381284954748,27,79
1381285724765,26,79
1381285731357,25,79
1381285731559,24,79
1381285731760,23,79
1381285731912,22,79
,,
