1381276116078,0,0
1381276129703,1,1
1381276130502,2,2
1381276131236,3,3
1381276133541,4,4
1381276134405,5,5
1381276136115,6,6
1381276137541,7,7
1381276288197,8,8
1381276289290,9,9
1381276396294,10,10
1381276546106,11,11
1381276546923,12,12
1381276547661,13,13
1381276781790,14,14
1381276804123,15,15
1381276886877,16,16
1381276887997,17,17
1381276974999,18,18
1381276977203,19,19
1381276989893,20,20
1381276990789,21,21
1381276991700,22,22
1381277002868,23,23
1381277009335,24,24
1381277015153,25,25
1381277020833,26,26
1381277025452,27,27
1381277035118,28,28
1381277042085,29,29
1381277067357,30,30
1381277085425,31,31
1381277087997,32,32
1381277116865,33,33
1381277117520,34,34
1381277118368,35,35
1381277119264,36,36
1381277321723,37,37
1381277429607,38,38
1381277432913,39,39
1381277434097,40,40
1381277453747,41,41
1381277502469,42,42
1381277503428,43,43
1381277526654,44,44
1381277624306,45,45
1381277625235,46,46
1381277720201,47,47
1381277786681,48,48
1381278024445,49,49
1381278025565,50,50
1381278026571,51,51
1381278313745,52,52
1381278314838,53,53
1381278444914,54,54
1381278458611,55,55
1381278459380,56,56
1381278460245,57,57
1381278461203,58,58
1381278699086,59,59
1381278787615,60,60
1381278935246,61,61
1381278936382,62,62
1381279421504,63,63
1381279422609,64,64
1381279590122,65,65
1381279591307,66,66
1381279676058,67,67
1381279676911,68,68
1381279677727,69,69
1381279678622,70,70
1381279695774,71,71
1381279696686,72,72
,,
